货架编号,货架(y),层(z),列(x),深浅位,原材料编号,箱子类型,消耗占比,距离(x+z),物理距离(mm),库位编号
12,12,6,23,浅位,B6T0000001556,E1,0.0227,29,10300.0,12_06_23_01
12,12,6,23,深位,B6T0000001556,E1,0.0227,29,10300.0,12_06_23_02
13,13,6,23,浅位,B6T0000001556,E1,0.0227,29,10300.0,13_06_23_01
14,14,6,23,浅位,B6T0000001508,E1,0.0226,29,10300.0,14_06_23_01
14,14,6,23,深位,B6T0000001508,E1,0.0226,29,10300.0,14_06_23_02
01,1,8,22,浅位,B6T0000001508,E1,0.0226,30,10300.0,01_08_22_01
01,1,8,22,深位,B6T0000001508,E1,0.0226,30,10300.0,01_08_22_02
02,2,8,22,浅位,B6T0000001508,E1,0.0226,30,10300.0,02_08_22_01
02,2,8,22,深位,B6T0000001508,E1,0.0226,30,10300.0,02_08_22_02
03,3,8,22,浅位,B6T0000001508,E1,0.0226,30,10300.0,03_08_22_01
03,3,8,22,深位,B6T0000001508,E1,0.0226,30,10300.0,03_08_22_02
04,4,8,22,浅位,B6T0000001508,E1,0.0226,30,10300.0,04_08_22_01
04,4,8,22,深位,B6T0000001508,E1,0.0226,30,10300.0,04_08_22_02
05,5,8,22,浅位,B6T0000001508,E1,0.0226,30,10300.0,05_08_22_01
05,5,8,22,深位,B6T0000001508,E1,0.0226,30,10300.0,05_08_22_02
06,6,8,22,浅位,B6T0000001508,E1,0.0226,30,10300.0,06_08_22_01
06,6,8,22,深位,B6T0000001508,E1,0.0226,30,10300.0,06_08_22_02
07,7,8,22,浅位,B6T0000001508,E1,0.0226,30,10300.0,07_08_22_01
07,7,8,22,深位,B6T0000001508,E1,0.0226,30,10300.0,07_08_22_02
08,8,8,22,浅位,B6T0000001508,E1,0.0226,30,10300.0,08_08_22_01
08,8,8,22,深位,B6T0000001508,E1,0.0226,30,10300.0,08_08_22_02
09,9,8,22,浅位,B6T0000001508,E1,0.0226,30,10300.0,09_08_22_01
09,9,8,22,深位,B6T0000001508,E1,0.0226,30,10300.0,09_08_22_02
10,10,8,22,浅位,B6T0000001688,E1,0.0225,30,10300.0,10_08_22_01
10,10,8,22,深位,B6T0000001688,E1,0.0225,30,10300.0,10_08_22_02
11,11,8,22,浅位,B6T0000001688,E1,0.0225,30,10300.0,11_08_22_01
11,11,8,22,深位,B6T0000001688,E1,0.0225,30,10300.0,11_08_22_02
12,12,8,22,浅位,B6T0000001688,E1,0.0225,30,10300.0,12_08_22_01
12,12,8,22,深位,B6T0000001688,E1,0.0225,30,10300.0,12_08_22_02
13,13,8,22,浅位,B6T0000001688,E1,0.0225,30,10300.0,13_08_22_01
13,13,8,22,深位,B6T0000001688,E1,0.0225,30,10300.0,13_08_22_02
14,14,8,22,浅位,B6T0000001688,E1,0.0225,30,10300.0,14_08_22_01
14,14,8,22,深位,B6T0000001688,E1,0.0225,30,10300.0,14_08_22_02
01,1,1,26,浅位,B6T0000001688,E1,0.0225,27,10500.0,01_01_26_01
01,1,1,26,深位,B6T0000001688,E1,0.0225,27,10500.0,01_01_26_02
02,2,1,26,浅位,B6T0000001688,E1,0.0225,27,10500.0,02_01_26_01
02,2,1,26,深位,B6T0000001688,E1,0.0225,27,10500.0,02_01_26_02
03,3,1,26,浅位,B6T0000001688,E1,0.0225,27,10500.0,03_01_26_01
03,3,1,26,深位,B6T0000001688,E1,0.0225,27,10500.0,03_01_26_02
04,4,1,26,浅位,B6T0000001578,E1,0.0225,27,10500.0,04_01_26_01
04,4,1,26,深位,B6T0000001578,E1,0.0225,27,10500.0,04_01_26_02
05,5,1,26,浅位,B6T0000001578,E1,0.0225,27,10500.0,05_01_26_01
05,5,1,26,深位,B6T0000001578,E1,0.0225,27,10500.0,05_01_26_02
06,6,1,26,浅位,B6T0000001578,E1,0.0225,27,10500.0,06_01_26_01
06,6,1,26,深位,B6T0000001578,E1,0.0225,27,10500.0,06_01_26_02
07,7,1,26,浅位,B6T0000001578,E1,0.0225,27,10500.0,07_01_26_01
07,7,1,26,深位,B6T0000001578,E1,0.0225,27,10500.0,07_01_26_02
08,8,1,26,浅位,B6T0000001578,E1,0.0225,27,10500.0,08_01_26_01
08,8,1,26,深位,B6T0000001578,E1,0.0225,27,10500.0,08_01_26_02
09,9,1,26,浅位,B6T0000001578,E1,0.0225,27,10500.0,09_01_26_01
09,9,1,26,深位,B6T0000001578,E1,0.0225,27,10500.0,09_01_26_02
10,10,1,26,浅位,B6T0000001578,E1,0.0225,27,10500.0,10_01_26_01
10,10,1,26,深位,B6T0000001578,E1,0.0225,27,10500.0,10_01_26_02
11,11,1,26,浅位,B6T0000001578,E1,0.0225,27,10500.0,11_01_26_01
11,11,1,26,深位,B6T0000001578,E1,0.0225,27,10500.0,11_01_26_02
12,12,1,26,浅位,B6T0000001494,E1,0.0224,27,10500.0,12_01_26_01
12,12,1,26,深位,B6T0000001494,E1,0.0224,27,10500.0,12_01_26_02
13,13,1,26,浅位,B6T0000001494,E1,0.0224,27,10500.0,13_01_26_01
13,13,1,26,深位,B6T0000001494,E1,0.0224,27,10500.0,13_01_26_02
14,14,1,26,浅位,B6T0000001494,E1,0.0224,27,10500.0,14_01_26_01
14,14,1,26,深位,B6T0000001494,E1,0.0224,27,10500.0,14_01_26_02
01,1,3,25,浅位,B6T0000001494,E1,0.0224,28,10500.0,01_03_25_01
01,1,3,25,深位,B6T0000001494,E1,0.0224,28,10500.0,01_03_25_02
02,2,3,25,浅位,B6T0000001494,E1,0.0224,28,10500.0,02_03_25_01
02,2,3,25,深位,B6T0000001494,E1,0.0224,28,10500.0,02_03_25_02
03,3,3,25,浅位,B6T0000001494,E1,0.0224,28,10500.0,03_03_25_01
03,3,3,25,深位,B6T0000001494,E1,0.0224,28,10500.0,03_03_25_02
04,4,3,25,浅位,B6T0000001494,E1,0.0224,28,10500.0,04_03_25_01
04,4,3,25,深位,B6T0000001494,E1,0.0224,28,10500.0,04_03_25_02
05,5,3,25,浅位,B6T0000001494,E1,0.0224,28,10500.0,05_03_25_01
05,5,3,25,深位,B6T0000001494,E1,0.0224,28,10500.0,05_03_25_02
06,6,3,25,浅位,B6T0000001494,E1,0.0224,28,10500.0,06_03_25_01
06,6,3,25,深位,B6T0000001494,E1,0.0224,28,10500.0,06_03_25_02
07,7,3,25,浅位,B6T0000001494,E1,0.0224,28,10500.0,07_03_25_01
07,7,3,25,深位,B6T0000001494,E1,0.0224,28,10500.0,07_03_25_02
08,8,3,25,浅位,B6T0000001494,E1,0.0224,28,10500.0,08_03_25_01
08,8,3,25,深位,B6T0000001494,E1,0.0224,28,10500.0,08_03_25_02
09,9,3,25,浅位,B6T0000001494,E1,0.0224,28,10500.0,09_03_25_01
09,9,3,25,深位,B6T0000001494,E1,0.0224,28,10500.0,09_03_25_02
10,10,3,25,浅位,B6T0000001494,E1,0.0224,28,10500.0,10_03_25_01
10,10,3,25,深位,B6T0000001494,E1,0.0224,28,10500.0,10_03_25_02
11,11,3,25,浅位,B6T0000001494,E1,0.0224,28,10500.0,11_03_25_01
11,11,3,25,深位,B6T0000001494,E1,0.0224,28,10500.0,11_03_25_02
12,12,3,25,浅位,B6T0000001494,E1,0.0224,28,10500.0,12_03_25_01
12,12,3,25,深位,B6T0000001494,E1,0.0224,28,10500.0,12_03_25_02
13,13,3,25,浅位,B6T0000001494,E1,0.0224,28,10500.0,13_03_25_01
14,14,3,25,浅位,B6T0000001933,E1,0.0224,28,10500.0,14_03_25_01
14,14,3,25,深位,B6T0000001933,E1,0.0224,28,10500.0,14_03_25_02
01,1,5,24,浅位,B6T0000001933,E1,0.0224,29,10500.0,01_05_24_01
01,1,5,24,深位,B6T0000001933,E1,0.0224,29,10500.0,01_05_24_02
02,2,5,24,浅位,B6T0000001933,E1,0.0224,29,10500.0,02_05_24_01
02,2,5,24,深位,B6T0000001933,E1,0.0224,29,10500.0,02_05_24_02
03,3,5,24,浅位,B6T0000001933,E1,0.0224,29,10500.0,03_05_24_01
03,3,5,24,深位,B6T0000001933,E1,0.0224,29,10500.0,03_05_24_02
04,4,5,24,浅位,B6T0000001933,E1,0.0224,29,10500.0,04_05_24_01
04,4,5,24,深位,B6T0000001933,E1,0.0224,29,10500.0,04_05_24_02
05,5,5,24,浅位,B6T0000001933,E1,0.0224,29,10500.0,05_05_24_01
06,6,5,24,浅位,B6T0000001551,E1,0.0223,29,10500.0,06_05_24_01
06,6,5,24,深位,B6T0000001551,E1,0.0223,29,10500.0,06_05_24_02
07,7,5,24,浅位,B6T0000001551,E1,0.0223,29,10500.0,07_05_24_01
07,7,5,24,深位,B6T0000001551,E1,0.0223,29,10500.0,07_05_24_02
08,8,5,24,浅位,B6T0000001551,E1,0.0223,29,10500.0,08_05_24_01
08,8,5,24,深位,B6T0000001551,E1,0.0223,29,10500.0,08_05_24_02
09,9,5,24,浅位,B6T0000001551,E1,0.0223,29,10500.0,09_05_24_01
09,9,5,24,深位,B6T0000001551,E1,0.0223,29,10500.0,09_05_24_02
10,10,5,24,浅位,B6T0000001551,E1,0.0223,29,10500.0,10_05_24_01
10,10,5,24,深位,B6T0000001551,E1,0.0223,29,10500.0,10_05_24_02
11,11,5,24,浅位,B6T0000001551,E1,0.0223,29,10500.0,11_05_24_01
11,11,5,24,深位,B6T0000001551,E1,0.0223,29,10500.0,11_05_24_02
12,12,5,24,浅位,B6T0000001551,E1,0.0223,29,10500.0,12_05_24_01
12,12,5,24,深位,B6T0000001551,E1,0.0223,29,10500.0,12_05_24_02
13,13,5,24,浅位,B6T0000001551,E1,0.0223,29,10500.0,13_05_24_01
13,13,5,24,深位,B6T0000001551,E1,0.0223,29,10500.0,13_05_24_02
14,14,5,24,浅位,B6T0000001551,E1,0.0223,29,10500.0,14_05_24_01
14,14,5,24,深位,B6T0000001551,E1,0.0223,29,10500.0,14_05_24_02
01,1,7,23,浅位,B6T0000001551,E1,0.0223,30,10500.0,01_07_23_01
01,1,7,23,深位,B6T0000001551,E1,0.0223,30,10500.0,01_07_23_02
02,2,7,23,浅位,B6T0000001551,E1,0.0223,30,10500.0,02_07_23_01
02,2,7,23,深位,B6T0000001551,E1,0.0223,30,10500.0,02_07_23_02
03,3,7,23,浅位,B6T0000001551,E1,0.0223,30,10500.0,03_07_23_01
03,3,7,23,深位,B6T0000001551,E1,0.0223,30,10500.0,03_07_23_02
04,4,7,23,浅位,B6T0000001551,E1,0.0223,30,10500.0,04_07_23_01
04,4,7,23,深位,B6T0000001551,E1,0.0223,30,10500.0,04_07_23_02
05,5,7,23,浅位,B6T0000001551,E1,0.0223,30,10500.0,05_07_23_01
05,5,7,23,深位,B6T0000001551,E1,0.0223,30,10500.0,05_07_23_02
06,6,7,23,浅位,B6T0000001551,E1,0.0223,30,10500.0,06_07_23_01
06,6,7,23,深位,B6T0000001551,E1,0.0223,30,10500.0,06_07_23_02
07,7,7,23,浅位,B6T0000001831,E1,0.0223,30,10500.0,07_07_23_01
07,7,7,23,深位,B6T0000001831,E1,0.0223,30,10500.0,07_07_23_02
08,8,7,23,浅位,B6T0000001831,E1,0.0223,30,10500.0,08_07_23_01
08,8,7,23,深位,B6T0000001831,E1,0.0223,30,10500.0,08_07_23_02
09,9,7,23,浅位,B6T0000001831,E1,0.0223,30,10500.0,09_07_23_01
09,9,7,23,深位,B6T0000001831,E1,0.0223,30,10500.0,09_07_23_02
10,10,7,23,浅位,B6T0000001831,E1,0.0223,30,10500.0,10_07_23_01
10,10,7,23,深位,B6T0000001831,E1,0.0223,30,10500.0,10_07_23_02
11,11,7,23,浅位,B6T0000001831,E1,0.0223,30,10500.0,11_07_23_01
11,11,7,23,深位,B6T0000001831,E1,0.0223,30,10500.0,11_07_23_02
12,12,7,23,浅位,B6T0000001831,E1,0.0223,30,10500.0,12_07_23_01
12,12,7,23,深位,B6T0000001831,E1,0.0223,30,10500.0,12_07_23_02
13,13,7,23,浅位,B6T0000001831,E1,0.0223,30,10500.0,13_07_23_01
13,13,7,23,深位,B6T0000001831,E1,0.0223,30,10500.0,13_07_23_02
14,14,7,23,浅位,B6T0000001831,E1,0.0223,30,10500.0,14_07_23_01
14,14,7,23,深位,B6T0000001831,E1,0.0223,30,10500.0,14_07_23_02
01,1,9,22,浅位,B6T0000001271,E3,0.0533,31,10600.0,01_09_22_01
01,1,9,22,深位,B6T0000001271,E3,0.0533,31,10600.0,01_09_22_02
02,2,9,22,浅位,B6T0000001271,E3,0.0533,31,10600.0,02_09_22_01
02,2,9,22,深位,B6T0000001271,E3,0.0533,31,10600.0,02_09_22_02
03,3,9,22,浅位,B6T0000001271,E3,0.0533,31,10600.0,03_09_22_01
03,3,9,22,深位,B6T0000001271,E3,0.0533,31,10600.0,03_09_22_02
04,4,9,22,浅位,B6T0000001271,E3,0.0533,31,10600.0,04_09_22_01
04,4,9,22,深位,B6T0000001271,E3,0.0533,31,10600.0,04_09_22_02
05,5,9,22,浅位,B6T0000001271,E3,0.0533,31,10600.0,05_09_22_01
05,5,9,22,深位,B6T0000001271,E3,0.0533,31,10600.0,05_09_22_02
06,6,9,22,浅位,B6T0000001271,E3,0.0533,31,10600.0,06_09_22_01
06,6,9,22,深位,B6T0000001271,E3,0.0533,31,10600.0,06_09_22_02
07,7,9,22,浅位,B6T0000001271,E3,0.0533,31,10600.0,07_09_22_01
07,7,9,22,深位,B6T0000001271,E3,0.0533,31,10600.0,07_09_22_02
08,8,9,22,浅位,B6T0000001271,E3,0.0533,31,10600.0,08_09_22_01
08,8,9,22,深位,B6T0000001271,E3,0.0533,31,10600.0,08_09_22_02
09,9,9,22,浅位,B6T0000001271,E3,0.0533,31,10600.0,09_09_22_01
09,9,9,22,深位,B6T0000001271,E3,0.0533,31,10600.0,09_09_22_02
10,10,9,22,浅位,B6T0000001271,E3,0.0533,31,10600.0,10_09_22_01
10,10,9,22,深位,B6T0000001271,E3,0.0533,31,10600.0,10_09_22_02
11,11,9,22,浅位,B6T0000001271,E3,0.0533,31,10600.0,11_09_22_01
11,11,9,22,深位,B6T0000001271,E3,0.0533,31,10600.0,11_09_22_02
12,12,9,22,浅位,B6T0000001271,E3,0.0533,31,10600.0,12_09_22_01
12,12,9,22,深位,B6T0000001271,E3,0.0533,31,10600.0,12_09_22_02
13,13,9,22,浅位,B6T0000001271,E3,0.0533,31,10600.0,13_09_22_01
13,13,9,22,深位,B6T0000001271,E3,0.0533,31,10600.0,13_09_22_02
14,14,9,22,浅位,B6T0000001271,E3,0.0533,31,10600.0,14_09_22_01
14,14,9,22,深位,B6T0000001271,E3,0.0533,31,10600.0,14_09_22_02
01,1,10,21,浅位,B6T0000000396,E3,0.0528,31,10600.0,01_10_21_01
01,1,10,21,深位,B6T0000000396,E3,0.0528,31,10600.0,01_10_21_02
02,2,10,21,浅位,B6T0000000396,E3,0.0528,31,10600.0,02_10_21_01
02,2,10,21,深位,B6T0000000396,E3,0.0528,31,10600.0,02_10_21_02
03,3,10,21,浅位,B6T0000000396,E3,0.0528,31,10600.0,03_10_21_01
03,3,10,21,深位,B6T0000000396,E3,0.0528,31,10600.0,03_10_21_02
04,4,10,21,浅位,B6T0000000396,E3,0.0528,31,10600.0,04_10_21_01
04,4,10,21,深位,B6T0000000396,E3,0.0528,31,10600.0,04_10_21_02
05,5,10,21,浅位,B6T0000000396,E3,0.0528,31,10600.0,05_10_21_01
05,5,10,21,深位,B6T0000000396,E3,0.0528,31,10600.0,05_10_21_02
06,6,10,21,浅位,B6T0000000396,E3,0.0528,31,10600.0,06_10_21_01
06,6,10,21,深位,B6T0000000396,E3,0.0528,31,10600.0,06_10_21_02
07,7,10,21,浅位,B6T0000000396,E3,0.0528,31,10600.0,07_10_21_01
07,7,10,21,深位,B6T0000000396,E3,0.0528,31,10600.0,07_10_21_02
08,8,10,21,浅位,B6T0000000396,E3,0.0528,31,10600.0,08_10_21_01
08,8,10,21,深位,B6T0000000396,E3,0.0528,31,10600.0,08_10_21_02
09,9,10,21,浅位,B6T0000000396,E3,0.0528,31,10600.0,09_10_21_01
09,9,10,21,深位,B6T0000000396,E3,0.0528,31,10600.0,09_10_21_02
10,10,10,21,浅位,B6T0000000396,E3,0.0528,31,10600.0,10_10_21_01
10,10,10,21,深位,B6T0000000396,E3,0.0528,31,10600.0,10_10_21_02
11,11,10,21,浅位,B6T0000000396,E3,0.0528,31,10600.0,11_10_21_01
11,11,10,21,深位,B6T0000000396,E3,0.0528,31,10600.0,11_10_21_02
12,12,10,21,浅位,B6T0000000396,E3,0.0528,31,10600.0,12_10_21_01
12,12,10,21,深位,B6T0000000396,E3,0.0528,31,10600.0,12_10_21_02
13,13,10,21,浅位,B6T0000000396,E3,0.0528,31,10600.0,13_10_21_01
13,13,10,21,深位,B6T0000000396,E3,0.0528,31,10600.0,13_10_21_02
14,14,10,21,浅位,B6T0000000396,E3,0.0528,31,10600.0,14_10_21_01
14,14,10,21,深位,B6T0000000396,E3,0.0528,31,10600.0,14_10_21_02
01,1,11,20,浅位,B6T0000000396,E3,0.0528,31,10600.0,01_11_20_01
01,1,11,20,深位,B6T0000000396,E3,0.0528,31,10600.0,01_11_20_02
02,2,11,20,浅位,B6T0000000396,E3,0.0528,31,10600.0,02_11_20_01
02,2,11,20,深位,B6T0000000396,E3,0.0528,31,10600.0,02_11_20_02
03,3,11,20,浅位,B6T0000000396,E3,0.0528,31,10600.0,03_11_20_01
03,3,11,20,深位,B6T0000000396,E3,0.0528,31,10600.0,03_11_20_02
04,4,11,20,浅位,B6T0000000396,E3,0.0528,31,10600.0,04_11_20_01
04,4,11,20,深位,B6T0000000396,E3,0.0528,31,10600.0,04_11_20_02
05,5,11,20,浅位,B6T0000000396,E3,0.0528,31,10600.0,05_11_20_01
05,5,11,20,深位,B6T0000000396,E3,0.0528,31,10600.0,05_11_20_02
06,6,11,20,浅位,B6T0000000396,E3,0.0528,31,10600.0,06_11_20_01
06,6,11,20,深位,B6T0000000396,E3,0.0528,31,10600.0,06_11_20_02
07,7,11,20,浅位,B6T0000000396,E3,0.0528,31,10600.0,07_11_20_01
07,7,11,20,深位,B6T0000000396,E3,0.0528,31,10600.0,07_11_20_02
08,8,11,20,浅位,B6T0000000396,E3,0.0528,31,10600.0,08_11_20_01
08,8,11,20,深位,B6T0000000396,E3,0.0528,31,10600.0,08_11_20_02
09,9,11,20,浅位,B6T0000000396,E3,0.0528,31,10600.0,09_11_20_01
09,9,11,20,深位,B6T0000000396,E3,0.0528,31,10600.0,09_11_20_02
10,10,11,20,浅位,B6T0000000396,E3,0.0528,31,10600.0,10_11_20_01
10,10,11,20,深位,B6T0000000396,E3,0.0528,31,10600.0,10_11_20_02
11,11,11,20,浅位,B6T0000000396,E3,0.0528,31,10600.0,11_11_20_01
11,11,11,20,深位,B6T0000000396,E3,0.0528,31,10600.0,11_11_20_02
12,12,11,20,浅位,B6T0000000396,E3,0.0528,31,10600.0,12_11_20_01
12,12,11,20,深位,B6T0000000396,E3,0.0528,31,10600.0,12_11_20_02
13,13,11,20,浅位,B6T0000000396,E3,0.0528,31,10600.0,13_11_20_01
13,13,11,20,深位,B6T0000000396,E3,0.0528,31,10600.0,13_11_20_02
14,14,11,20,浅位,B6T0000000396,E3,0.0528,31,10600.0,14_11_20_01
14,14,11,20,深位,B6T0000000396,E3,0.0528,31,10600.0,14_11_20_02
01,1,12,19,浅位,B6T0000000396,E3,0.0528,31,10600.0,01_12_19_01
01,1,12,19,深位,B6T0000000396,E3,0.0528,31,10600.0,01_12_19_02
02,2,12,19,浅位,B6T0000000396,E3,0.0528,31,10600.0,02_12_19_01
02,2,12,19,深位,B6T0000000396,E3,0.0528,31,10600.0,02_12_19_02
03,3,12,19,浅位,B6T0000000351,E3,0.0522,31,10600.0,03_12_19_01
03,3,12,19,深位,B6T0000000351,E3,0.0522,31,10600.0,03_12_19_02
04,4,12,19,浅位,B6T0000000351,E3,0.0522,31,10600.0,04_12_19_01
04,4,12,19,深位,B6T0000000351,E3,0.0522,31,10600.0,04_12_19_02
05,5,12,19,浅位,B6T0000000351,E3,0.0522,31,10600.0,05_12_19_01
05,5,12,19,深位,B6T0000000351,E3,0.0522,31,10600.0,05_12_19_02
06,6,12,19,浅位,B6T0000000351,E3,0.0522,31,10600.0,06_12_19_01
06,6,12,19,深位,B6T0000000351,E3,0.0522,31,10600.0,06_12_19_02
07,7,12,19,浅位,B6T0000000351,E3,0.0522,31,10600.0,07_12_19_01
07,7,12,19,深位,B6T0000000351,E3,0.0522,31,10600.0,07_12_19_02
08,8,12,19,浅位,B6T0000000351,E3,0.0522,31,10600.0,08_12_19_01
08,8,12,19,深位,B6T0000000351,E3,0.0522,31,10600.0,08_12_19_02
09,9,12,19,浅位,B6T0000000351,E3,0.0522,31,10600.0,09_12_19_01
09,9,12,19,深位,B6T0000000351,E3,0.0522,31,10600.0,09_12_19_02
10,10,12,19,浅位,B6T0000000351,E3,0.0522,31,10600.0,10_12_19_01
10,10,12,19,深位,B6T0000000351,E3,0.0522,31,10600.0,10_12_19_02
11,11,12,19,浅位,B6T0000000351,E3,0.0522,31,10600.0,11_12_19_01
11,11,12,19,深位,B6T0000000351,E3,0.0522,31,10600.0,11_12_19_02
12,12,12,19,浅位,B6T0000000351,E3,0.0522,31,10600.0,12_12_19_01
12,12,12,19,深位,B6T0000000351,E3,0.0522,31,10600.0,12_12_19_02
13,13,12,19,浅位,B6T0000000351,E3,0.0522,31,10600.0,13_12_19_01
13,13,12,19,深位,B6T0000000351,E3,0.0522,31,10600.0,13_12_19_02
14,14,12,19,浅位,B6T0000000351,E3,0.0522,31,10600.0,14_12_19_01
14,14,12,19,深位,B6T0000000351,E3,0.0522,31,10600.0,14_12_19_02
01,1,13,18,浅位,B6T0000000351,E3,0.0522,31,10600.0,01_13_18_01
01,1,13,18,深位,B6T0000000351,E3,0.0522,31,10600.0,01_13_18_02
02,2,13,18,浅位,B6T0000000351,E3,0.0522,31,10600.0,02_13_18_01
02,2,13,18,深位,B6T0000000351,E3,0.0522,31,10600.0,02_13_18_02
03,3,13,18,浅位,B6T0000000351,E3,0.0522,31,10600.0,03_13_18_01
03,3,13,18,深位,B6T0000000351,E3,0.0522,31,10600.0,03_13_18_02
04,4,13,18,浅位,B6T0000000351,E3,0.0522,31,10600.0,04_13_18_01
04,4,13,18,深位,B6T0000000351,E3,0.0522,31,10600.0,04_13_18_02
05,5,13,18,浅位,B6T0000000351,E3,0.0522,31,10600.0,05_13_18_01
05,5,13,18,深位,B6T0000000351,E3,0.0522,31,10600.0,05_13_18_02
06,6,13,18,浅位,B6T0000000351,E3,0.0522,31,10600.0,06_13_18_01
06,6,13,18,深位,B6T0000000351,E3,0.0522,31,10600.0,06_13_18_02
07,7,13,18,浅位,B6T0000000351,E3,0.0522,31,10600.0,07_13_18_01
07,7,13,18,深位,B6T0000000351,E3,0.0522,31,10600.0,07_13_18_02
08,8,13,18,浅位,B6T0000000351,E3,0.0522,31,10600.0,08_13_18_01
08,8,13,18,深位,B6T0000000351,E3,0.0522,31,10600.0,08_13_18_02
09,9,13,18,浅位,B6T0000000351,E3,0.0522,31,10600.0,09_13_18_01
09,9,13,18,深位,B6T0000000351,E3,0.0522,31,10600.0,09_13_18_02
10,10,13,18,浅位,B6T0000000351,E3,0.0522,31,10600.0,10_13_18_01
10,10,13,18,深位,B6T0000000351,E3,0.0522,31,10600.0,10_13_18_02
11,11,13,18,浅位,B6T0000000351,E3,0.0522,31,10600.0,11_13_18_01
11,11,13,18,深位,B6T0000000351,E3,0.0522,31,10600.0,11_13_18_02
12,12,13,18,浅位,B6T0000000351,E3,0.0522,31,10600.0,12_13_18_01
12,12,13,18,深位,B6T0000000351,E3,0.0522,31,10600.0,12_13_18_02
13,13,13,18,浅位,B6T0000000351,E3,0.0522,31,10600.0,13_13_18_01
13,13,13,18,深位,B6T0000000351,E3,0.0522,31,10600.0,13_13_18_02
14,14,13,18,浅位,B6T0000000336,E3,0.0519,31,10600.0,14_13_18_01
14,14,13,18,深位,B6T0000000336,E3,0.0519,31,10600.0,14_13_18_02
01,1,14,17,浅位,B6T0000000336,E3,0.0519,31,10600.0,01_14_17_01
01,1,14,17,深位,B6T0000000336,E3,0.0519,31,10600.0,01_14_17_02
02,2,14,17,浅位,B6T0000000336,E3,0.0519,31,10600.0,02_14_17_01
02,2,14,17,深位,B6T0000000336,E3,0.0519,31,10600.0,02_14_17_02
03,3,14,17,浅位,B6T0000000336,E3,0.0519,31,10600.0,03_14_17_01
03,3,14,17,深位,B6T0000000336,E3,0.0519,31,10600.0,03_14_17_02
04,4,14,17,浅位,B6T0000000336,E3,0.0519,31,10600.0,04_14_17_01
04,4,14,17,深位,B6T0000000336,E3,0.0519,31,10600.0,04_14_17_02
05,5,14,17,浅位,B6T0000000336,E3,0.0519,31,10600.0,05_14_17_01
05,5,14,17,深位,B6T0000000336,E3,0.0519,31,10600.0,05_14_17_02
06,6,14,17,浅位,B6T0000000336,E3,0.0519,31,10600.0,06_14_17_01
06,6,14,17,深位,B6T0000000336,E3,0.0519,31,10600.0,06_14_17_02
07,7,14,17,浅位,B6T0000000336,E3,0.0519,31,10600.0,07_14_17_01
07,7,14,17,深位,B6T0000000336,E3,0.0519,31,10600.0,07_14_17_02
08,8,14,17,浅位,B6T0000000336,E3,0.0519,31,10600.0,08_14_17_01
08,8,14,17,深位,B6T0000000336,E3,0.0519,31,10600.0,08_14_17_02
09,9,14,17,浅位,B6T0000000336,E3,0.0519,31,10600.0,09_14_17_01
09,9,14,17,深位,B6T0000000336,E3,0.0519,31,10600.0,09_14_17_02
10,10,14,17,浅位,B6T0000000336,E3,0.0519,31,10600.0,10_14_17_01
10,10,14,17,深位,B6T0000000336,E3,0.0519,31,10600.0,10_14_17_02
11,11,14,17,浅位,B6T0000000336,E3,0.0519,31,10600.0,11_14_17_01
11,11,14,17,深位,B6T0000000336,E3,0.0519,31,10600.0,11_14_17_02
12,12,14,17,浅位,B6T0000000336,E3,0.0519,31,10600.0,12_14_17_01
12,12,14,17,深位,B6T0000000336,E3,0.0519,31,10600.0,12_14_17_02
13,13,14,17,浅位,B6T0000000336,E3,0.0519,31,10600.0,13_14_17_01
13,13,14,17,深位,B6T0000000336,E3,0.0519,31,10600.0,13_14_17_02
14,14,14,17,浅位,B6T0000000336,E3,0.0519,31,10600.0,14_14_17_01
14,14,14,17,深位,B6T0000000336,E3,0.0519,31,10600.0,14_14_17_02
01,1,15,16,浅位,B6T0000000891,E3,0.0519,31,10600.0,01_15_16_01
01,1,15,16,深位,B6T0000000891,E3,0.0519,31,10600.0,01_15_16_02
02,2,15,16,浅位,B6T0000000891,E3,0.0519,31,10600.0,02_15_16_01
02,2,15,16,深位,B6T0000000891,E3,0.0519,31,10600.0,02_15_16_02
03,3,15,16,浅位,B6T0000000891,E3,0.0519,31,10600.0,03_15_16_01
03,3,15,16,深位,B6T0000000891,E3,0.0519,31,10600.0,03_15_16_02
04,4,15,16,浅位,B6T0000000891,E3,0.0519,31,10600.0,04_15_16_01
04,4,15,16,深位,B6T0000000891,E3,0.0519,31,10600.0,04_15_16_02
05,5,15,16,浅位,B6T0000000891,E3,0.0519,31,10600.0,05_15_16_01
05,5,15,16,深位,B6T0000000891,E3,0.0519,31,10600.0,05_15_16_02
06,6,15,16,浅位,B6T0000000891,E3,0.0519,31,10600.0,06_15_16_01
06,6,15,16,深位,B6T0000000891,E3,0.0519,31,10600.0,06_15_16_02
07,7,15,16,浅位,B6T0000000891,E3,0.0519,31,10600.0,07_15_16_01
07,7,15,16,深位,B6T0000000891,E3,0.0519,31,10600.0,07_15_16_02
08,8,15,16,浅位,B6T0000000891,E3,0.0519,31,10600.0,08_15_16_01
08,8,15,16,深位,B6T0000000891,E3,0.0519,31,10600.0,08_15_16_02
