订单号,原材料号,到达时间(s),消耗占比,列坐标,层坐标,货架号,巷道号,单程时间(s),总运输时间(s),开始时刻(s),完成时刻(s),流动时间(s)
1925,B6T0000001140,531960.0,0.0442,23,10,3,2,68.0,142.0,532170.0,532244.0,284.0
1929,B6T0000001140,531960.0,0.0442,23,10,4,2,68.0,142.0,532312.0,532386.0,426.0
1931,B6T0000001140,531960.0,0.0442,23,10,4,2,68.0,142.0,532454.0,532528.0,568.0
3541,B6T0000000539,538080.0,0.0116,30,35,3,2,182.00000000000006,370.0000000000001,538262.0,538450.0,370.0
3540,B6T0000000539,538080.0,0.0116,30,35,3,2,182.00000000000006,370.0000000000001,538632.0,538820.0,740.0
2098,B6T0000000116,547860.0,0.0402,11,45,3,2,186.50000000000009,379.00000000000017,548046.5,548239.0,379.0
2097,B6T0000000116,547860.0,0.0402,11,45,3,2,186.50000000000009,379.00000000000017,548425.5,548618.0,758.0
2092,B6T0000000116,547860.0,0.0402,11,45,4,2,186.50000000000009,379.00000000000017,548804.5,548997.0,1137.0
2093,B6T0000000116,547860.0,0.0402,11,45,4,2,186.50000000000009,379.00000000000017,549183.5,549376.0,1516.0
2406,B6T0000000509,548760.0,0.0304,6,32,4,2,122.00000000000003,250.00000000000006,549498.0,549626.0,866.0
2405,B6T0000000509,548760.0,0.0304,6,32,4,2,122.00000000000003,250.00000000000006,549748.0,549876.0,1116.0
3009,B6T0000001605,553140.0,0.019,27,7,4,2,67.0,140.0,553207.0,553280.0,140.0
3007,B6T0000001605,553140.0,0.019,27,7,4,2,67.0,140.0,553347.0,553420.0,280.0
3402,B6T0000001518,556620.0,0.0131,44,3,3,2,93.0,192.0,556713.0,556812.0,192.0
3403,B6T0000001518,556620.0,0.0131,44,3,3,2,93.0,192.0,556905.0,557004.0,384.0
219,B6T0000000581,558360.0,0.27,8,10,4,2,38.0,82.0,558398.0,558442.0,82.0
1082,B6T0000000178,558480.0,0.1033,2,47,3,2,178.50000000000009,363.00000000000017,558658.5,558843.0,363.0
1081,B6T0000000178,558480.0,0.1033,2,47,3,2,178.50000000000009,363.00000000000017,559021.5,559206.0,726.0
1074,B6T0000000178,558480.0,0.1033,2,47,4,2,178.50000000000009,363.00000000000017,559384.5,559569.0,1089.0
1079,B6T0000000178,558480.0,0.1033,2,47,4,2,178.50000000000009,363.00000000000017,559747.5,559932.0,1452.0
3434,B6T0000001010,558900.0,0.0127,29,32,4,2,168.00000000000003,342.00000000000006,560100.0,560274.0,1374.0
3435,B6T0000001010,558900.0,0.0127,29,32,4,2,168.00000000000003,342.00000000000006,560442.0,560616.0,1716.0
2044,B6T0000000270,561660.0,0.0412,8,47,3,2,190.50000000000009,387.00000000000017,561850.5,562047.0,387.0
2048,B6T0000000270,561660.0,0.0412,8,47,3,2,190.50000000000009,387.00000000000017,562237.5,562434.0,774.0
2046,B6T0000000270,561660.0,0.0412,8,47,4,2,190.50000000000009,387.00000000000017,562624.5,562821.0,1161.0
2299,B6T0000000431,562260.0,0.0342,5,31,3,2,116.00000000000003,238.00000000000006,562937.0,563059.0,799.0
2298,B6T0000000431,562260.0,0.0342,5,31,3,2,116.00000000000003,238.00000000000006,563175.0,563297.0,1037.0
2297,B6T0000000431,562260.0,0.0342,5,31,4,2,116.00000000000003,238.00000000000006,563413.0,563535.0,1275.0
2296,B6T0000000431,562260.0,0.0342,5,31,4,2,116.00000000000003,238.00000000000006,563651.0,563773.0,1513.0
2421,B6T0000000777,570360.0,0.0301,2,36,3,2,130.00000000000006,266.0000000000001,570490.0,570626.0,266.0
2695,B6T0000001059,573060.0,0.0236,27,16,3,2,100.0,206.0,573160.0,573266.0,206.0
2693,B6T0000001059,573060.0,0.0236,27,16,3,2,100.0,206.0,573366.0,573472.0,412.0
2692,B6T0000001059,573060.0,0.0236,27,16,4,2,100.0,206.0,573572.0,573678.0,618.0
2694,B6T0000001059,573060.0,0.0236,27,16,4,2,100.0,206.0,573778.0,573884.0,824.0
3706,B6T0000001047,240.0,0.0106,29,41,5,3,204.00000000000006,414.0000000000001,444.00000000000006,654.0000000000001,414.0000000000001
3707,B6T0000001047,240.0,0.0106,29,41,5,3,204.00000000000006,414.0000000000001,858.0000000000002,1068.0000000000002,828.0000000000002
2227,B6T0000001241,9000.0,0.0361,23,13,5,3,80.0,166.0,9080.0,9166.0,166.0
2226,B6T0000001241,9000.0,0.0361,23,13,5,3,80.0,166.0,9246.0,9332.0,332.0
2225,B6T0000001241,9000.0,0.0361,23,13,6,3,80.0,166.0,9412.0,9498.0,498.0
2224,B6T0000001241,9000.0,0.0361,23,13,6,3,80.0,166.0,9578.0,9664.0,664.0
2849,B6T0000000939,17340.0,0.0212,35,11,5,3,96.0,198.0,17436.0,17538.0,198.0
2848,B6T0000000939,17340.0,0.0212,35,11,5,3,96.0,198.0,17634.0,17736.0,396.0
2375,B6T0000001791,18240.0,0.0315,14,6,5,3,39.0,84.0,18279.0,18324.0,84.0
2374,B6T0000001791,18240.0,0.0315,14,6,5,3,39.0,84.0,18363.0,18408.0,168.0
718,B6T0000000313,19320.0,0.1602,3,45,5,3,170.50000000000009,347.00000000000017,19490.5,19667.0,347.0
719,B6T0000000313,19320.0,0.1602,3,45,5,3,170.50000000000009,347.00000000000017,19837.5,20014.0,694.0
720,B6T0000000313,19320.0,0.1602,3,45,6,3,170.50000000000009,347.00000000000017,20184.5,20361.0,1041.0
721,B6T0000000313,19320.0,0.1602,3,45,6,3,170.50000000000009,347.00000000000017,20531.5,20708.0,1388.0
1973,B6T0000001165,20040.0,0.0428,15,18,5,3,84.0,174.0,20792.0,20882.0,842.0
1979,B6T0000001165,20040.0,0.0428,15,18,5,3,84.0,174.0,20966.0,21056.0,1016.0
1980,B6T0000001165,20040.0,0.0428,15,18,6,3,84.0,174.0,21140.0,21230.0,1190.0
1978,B6T0000001165,20040.0,0.0428,15,18,6,3,84.0,174.0,21314.0,21404.0,1364.0
730,B6T0000000140,25440.0,0.1595,2,46,5,3,173.50000000000009,353.00000000000017,25613.5,25793.0,353.0
732,B6T0000000140,25440.0,0.1595,2,46,5,3,173.50000000000009,353.00000000000017,25966.5,26146.0,706.0
729,B6T0000000140,25440.0,0.1595,2,46,6,3,173.50000000000009,353.00000000000017,26319.5,26499.0,1059.0
2056,B6T0000001476,26040.0,0.0409,11,4,5,3,29.0,64.0,26528.0,26563.0,523.0
2051,B6T0000001476,26040.0,0.0409,11,4,5,3,29.0,64.0,26592.0,26627.0,587.0
2050,B6T0000001476,26040.0,0.0409,11,4,6,3,29.0,64.0,26656.0,26691.0,651.0
2789,B6T0000001578,25860.0,0.0225,26,1,5,3,53.0,112.0,26744.0,26803.0,943.0
2790,B6T0000001578,25860.0,0.0225,26,1,5,3,53.0,112.0,26856.0,26915.0,1055.0
1561,B6T0000001735,30180.0,0.0635,5,7,5,3,23.0,52.0,30203.0,30232.0,52.0
1559,B6T0000001735,30180.0,0.0635,5,7,5,3,23.0,52.0,30255.0,30284.0,104.0
1558,B6T0000001735,30180.0,0.0635,5,7,6,3,23.0,52.0,30307.0,30336.0,156.0
1557,B6T0000001735,30180.0,0.0635,5,7,6,3,23.0,52.0,30359.0,30388.0,208.0
1726,B6T0000001672,34800.0,0.056,7,6,6,3,25.0,56.0,34825.0,34856.0,56.0
1725,B6T0000001672,34800.0,0.056,7,6,6,3,25.0,56.0,34881.0,34912.0,112.0
2965,B6T0000000501,35940.0,0.0196,11,36,6,3,148.00000000000006,302.0000000000001,36088.0,36242.0,302.0
2967,B6T0000000501,35940.0,0.0196,11,36,6,3,148.00000000000006,302.0000000000001,36390.0,36544.0,604.0
2366,B6T0000001801,37560.0,0.0316,13,7,6,3,39.0,84.0,37599.0,37644.0,84.0
2362,B6T0000001801,37560.0,0.0316,13,7,6,3,39.0,84.0,37683.0,37728.0,168.0
3491,B6T0000000175,37740.0,0.0121,40,43,6,3,234.50000000000009,475.00000000000017,37974.5,38215.0,475.0
3490,B6T0000000175,37740.0,0.0121,40,43,6,3,234.50000000000009,475.00000000000017,38449.5,38690.0,950.0
2502,B6T0000000481,41700.0,0.0279,23,17,5,3,96.0,198.0,41796.0,41898.0,198.0
2503,B6T0000000481,41700.0,0.0279,23,17,5,3,96.0,198.0,41994.0,42096.0,396.0
2504,B6T0000000481,41700.0,0.0279,23,17,6,3,96.0,198.0,42192.0,42294.0,594.0
1969,B6T0000000437,42360.0,0.0436,20,13,5,3,74.0,154.0,42434.0,42514.0,154.0
1967,B6T0000000437,42360.0,0.0436,20,13,5,3,74.0,154.0,42588.0,42668.0,308.0
3368,B6T0000001563,43920.0,0.0135,42,4,6,3,91.0,188.0,44011.0,44108.0,188.0
3369,B6T0000001563,43920.0,0.0135,42,4,6,3,91.0,188.0,44199.0,44296.0,376.0
2908,B6T0000001656,44160.0,0.0203,28,2,5,3,59.0,124.0,44355.0,44420.0,260.0
3317,B6T0000000375,53760.0,0.0143,43,14,5,3,123.99999999999997,253.99999999999994,53884.0,54014.0,254.0
670,B6T0000001698,53940.0,0.1619,1,8,5,3,17.0,40.0,54031.0,54054.0,114.0
669,B6T0000001698,53940.0,0.1619,1,8,5,3,17.0,40.0,54071.0,54094.0,154.0
668,B6T0000001698,53940.0,0.1619,1,8,6,3,17.0,40.0,54111.0,54134.0,194.0
667,B6T0000001698,53940.0,0.1619,1,8,6,3,17.0,40.0,54151.0,54174.0,234.0
3316,B6T0000000375,53760.0,0.0143,43,14,5,3,123.99999999999997,253.99999999999994,54298.0,54428.0,668.0
1569,B6T0000001553,54360.0,0.0624,8,2,5,3,19.0,44.0,54447.0,54472.0,112.0
1570,B6T0000001553,54360.0,0.0624,8,2,5,3,19.0,44.0,54491.0,54516.0,156.0
1571,B6T0000001553,54360.0,0.0624,8,2,6,3,19.0,44.0,54535.0,54560.0,200.0
1572,B6T0000001553,54360.0,0.0624,8,2,6,3,19.0,44.0,54579.0,54604.0,244.0
2283,B6T0000001811,54600.0,0.0345,15,2,5,3,33.0,72.0,54637.0,54676.0,76.0
2278,B6T0000001811,54600.0,0.0345,15,2,5,3,33.0,72.0,54709.0,54748.0,148.0
2280,B6T0000001811,54600.0,0.0345,15,2,6,3,33.0,72.0,54781.0,54820.0,220.0
2281,B6T0000001811,54600.0,0.0345,15,2,6,3,33.0,72.0,54853.0,54892.0,292.0
1532,B6T0000000088,55440.0,0.0638,4,48,5,3,187.50000000000009,381.00000000000017,55627.5,55821.0,381.0
368,B6T0000001440,55500.0,0.1918,2,5,5,3,13.0,32.0,55834.0,55853.0,353.0
364,B6T0000001440,55500.0,0.1918,2,5,5,3,13.0,32.0,55866.0,55885.0,385.0
363,B6T0000001440,55500.0,0.1918,2,5,6,3,13.0,32.0,55898.0,55917.0,417.0
369,B6T0000001440,55500.0,0.1918,2,5,6,3,13.0,32.0,55930.0,55949.0,449.0
1540,B6T0000000088,55440.0,0.0638,4,48,5,3,187.50000000000009,381.00000000000017,56136.5,56330.0,890.0
445,B6T0000000678,56040.0,0.1895,10,9,5,3,38.0,82.0,56368.0,56412.0,372.0
446,B6T0000000678,56040.0,0.1895,10,9,5,3,38.0,82.0,56450.0,56494.0,454.0
447,B6T0000000678,56040.0,0.1895,10,9,6,3,38.0,82.0,56532.0,56576.0,536.0
448,B6T0000000678,56040.0,0.1895,10,9,6,3,38.0,82.0,56614.0,56658.0,618.0
1948,B6T0000000292,85980.0,0.0437,11,44,5,3,181.50000000000009,369.00000000000017,86161.5,86349.0,369.0
1943,B6T0000000292,85980.0,0.0437,11,44,5,3,181.50000000000009,369.00000000000017,86530.5,86718.0,738.0
1944,B6T0000000292,85980.0,0.0437,11,44,6,3,181.50000000000009,369.00000000000017,86899.5,87087.0,1107.0
546,B6T0000001197,86940.0,0.1865,5,14,5,3,47.99999999999999,101.99999999999999,87135.0,87189.0,249.0
547,B6T0000001197,86940.0,0.1865,5,14,5,3,47.99999999999999,101.99999999999999,87237.0,87291.0,351.0
548,B6T0000001197,86940.0,0.1865,5,14,6,3,47.99999999999999,101.99999999999999,87339.0,87393.0,453.0
549,B6T0000001197,86940.0,0.1865,5,14,6,3,47.99999999999999,101.99999999999999,87441.0,87495.0,555.0
1669,B6T0000001355,87000.0,0.0579,9,1,6,3,19.0,44.0,87514.0,87539.0,539.0
1667,B6T0000001355,87000.0,0.0579,9,1,6,3,19.0,44.0,87558.0,87583.0,583.0
1835,B6T0000000536,86760.0,0.0502,8,23,5,3,90.00000000000001,186.00000000000003,87673.0,87769.0,1009.0
117,B6T0000000154,87720.0,0.3556,1,44,5,3,161.50000000000009,329.00000000000017,87930.5,88098.0,378.0
110,B6T0000000154,87720.0,0.3556,1,44,5,3,161.50000000000009,329.00000000000017,88259.5,88427.0,707.0
113,B6T0000000154,87720.0,0.3556,1,44,6,3,161.50000000000009,329.00000000000017,88588.5,88756.0,1036.0
111,B6T0000000154,87720.0,0.3556,1,44,6,3,161.50000000000009,329.00000000000017,88917.5,89085.0,1365.0
800,B6T0000000540,88380.0,0.1348,2,18,6,3,58.0,122.0,89143.0,89207.0,827.0
801,B6T0000000540,88380.0,0.1348,2,18,6,3,58.0,122.0,89265.0,89329.0,949.0
1838,B6T0000000536,86760.0,0.0502,8,23,5,3,90.00000000000001,186.00000000000003,89419.0,89515.0,2755.0
1841,B6T0000000536,86760.0,0.0502,8,23,6,3,90.00000000000001,186.00000000000003,89605.0,89701.0,2941.0
1834,B6T0000000536,86760.0,0.0502,8,23,6,3,90.00000000000001,186.00000000000003,89791.0,89887.0,3127.0
1941,B6T0000000292,85980.0,0.0437,11,44,6,3,181.50000000000009,369.00000000000017,90068.5,90256.0,4276.0
2157,B6T0000001774,87600.0,0.0375,13,3,5,3,31.0,68.0,90287.0,90324.0,2724.0
2744,B6T0000001086,86580.0,0.0229,24,20,6,3,110.00000000000001,226.00000000000003,90434.0,90550.0,3970.0
2747,B6T0000001086,86580.0,0.0229,24,20,6,3,110.00000000000001,226.00000000000003,90660.0,90776.0,4196.0
2912,B6T0000001900,87060.0,0.0203,27,4,5,3,61.0,128.0,90837.0,90904.0,3844.0
3047,B6T0000000848,86820.0,0.0185,6,42,5,3,162.00000000000006,330.0000000000001,91066.0,91234.0,4414.0
3102,B6T0000000457,87120.0,0.0175,18,32,6,3,146.00000000000003,298.00000000000006,91380.0,91532.0,4412.0
3100,B6T0000000457,87120.0,0.0175,18,32,6,3,146.00000000000003,298.00000000000006,91678.0,91830.0,4710.0
3213,B6T0000001226,87840.0,0.0158,15,38,5,3,164.00000000000006,334.0000000000001,91994.0,92164.0,4324.0
3212,B6T0000001226,87840.0,0.0158,15,38,5,3,164.00000000000006,334.0000000000001,92328.0,92498.0,4658.0
3211,B6T0000001226,87840.0,0.0158,15,38,6,3,164.00000000000006,334.0000000000001,92662.0,92832.0,4992.0
1404,B6T0000000408,97140.0,0.0738,3,23,5,3,80.00000000000001,166.00000000000003,97220.0,97306.0,166.0
1405,B6T0000000408,97140.0,0.0738,3,23,5,3,80.00000000000001,166.00000000000003,97386.0,97472.0,332.0
1406,B6T0000000408,97140.0,0.0738,3,23,6,3,80.00000000000001,166.00000000000003,97552.0,97638.0,498.0
1310,B6T0000000836,97500.0,0.0806,14,12,5,3,58.0,122.0,97696.0,97760.0,260.0
1320,B6T0000000836,97500.0,0.0806,14,12,5,3,58.0,122.0,97818.0,97882.0,382.0
1322,B6T0000000836,97500.0,0.0806,14,12,6,3,58.0,122.0,97940.0,98004.0,504.0
1312,B6T0000000836,97500.0,0.0806,14,12,6,3,58.0,122.0,98062.0,98126.0,626.0
1413,B6T0000000408,97140.0,0.0738,3,23,6,3,80.00000000000001,166.00000000000003,98206.0,98292.0,1152.0
2946,B6T0000000781,98100.0,0.0199,27,20,5,3,116.0,238.0,98408.0,98530.0,430.0
2945,B6T0000000781,98100.0,0.0199,27,20,5,3,116.0,238.0,98646.0,98768.0,668.0
2944,B6T0000000781,98100.0,0.0199,27,20,6,3,116.0,238.0,98884.0,99006.0,906.0
3115,B6T0000000362,105780.0,0.0172,37,14,5,3,112.0,230.0,105892.0,106010.0,230.0
1055,B6T0000001185,106140.0,0.1039,3,20,5,3,68.00000000000001,142.00000000000003,106208.0,106282.0,142.0
1069,B6T0000001185,106140.0,0.1039,3,20,5,3,68.00000000000001,142.00000000000003,106350.0,106424.0,284.0
1053,B6T0000001185,106140.0,0.1039,3,20,6,3,68.00000000000001,142.00000000000003,106492.0,106566.0,426.0
1068,B6T0000001185,106140.0,0.1039,3,20,6,3,68.00000000000001,142.00000000000003,106634.0,106708.0,568.0
2449,B6T0000001189,107400.0,0.0289,18,21,5,3,102.00000000000001,210.00000000000003,107502.0,107610.0,210.0
2448,B6T0000001189,107400.0,0.0289,18,21,5,3,102.00000000000001,210.00000000000003,107712.0,107820.0,420.0
2447,B6T0000001189,107400.0,0.0289,18,21,6,3,102.00000000000001,210.00000000000003,107922.0,108030.0,630.0
2446,B6T0000001189,107400.0,0.0289,18,21,6,3,102.00000000000001,210.00000000000003,108132.0,108240.0,840.0
566,B6T0000001238,113400.0,0.1832,3,16,5,3,51.99999999999999,109.99999999999999,113452.0,113510.0,110.0
561,B6T0000001238,113400.0,0.1832,3,16,5,3,51.99999999999999,109.99999999999999,113562.0,113620.0,220.0
564,B6T0000001238,113400.0,0.1832,3,16,6,3,51.99999999999999,109.99999999999999,113672.0,113730.0,330.0
2894,B6T0000000451,114000.0,0.0205,9,37,5,3,148.00000000000006,302.0000000000001,114148.0,114302.0,302.0
2893,B6T0000000451,114000.0,0.0205,9,37,5,3,148.00000000000006,302.0000000000001,114450.0,114604.0,604.0
2895,B6T0000000451,114000.0,0.0205,9,37,6,3,148.00000000000006,302.0000000000001,114752.0,114906.0,906.0
58,B6T0000001104,123540.0,0.8431,4,9,5,3,25.999999999999996,57.99999999999999,123566.0,123598.0,58.0
51,B6T0000001104,123540.0,0.8431,4,9,5,3,25.999999999999996,57.99999999999999,123624.0,123656.0,116.0
41,B6T0000001104,123540.0,0.8431,4,9,6,3,25.999999999999996,57.99999999999999,123682.0,123714.0,174.0
47,B6T0000001104,123540.0,0.8431,4,9,6,3,25.999999999999996,57.99999999999999,123740.0,123772.0,232.0
1586,B6T0000001102,127620.0,0.0622,3,25,5,3,88.0,182.0,127708.0,127802.0,182.0
1587,B6T0000001102,127620.0,0.0622,3,25,5,3,88.0,182.0,127890.0,127984.0,364.0
1588,B6T0000001102,127620.0,0.0622,3,25,6,3,88.0,182.0,128072.0,128166.0,546.0
1581,B6T0000001102,127620.0,0.0622,3,25,6,3,88.0,182.0,128254.0,128348.0,728.0
1040,B6T0000001052,130500.0,0.1066,5,18,5,3,64.0,134.0,130564.0,130634.0,134.0
1039,B6T0000001052,130500.0,0.1066,5,18,5,3,64.0,134.0,130698.0,130768.0,268.0
1050,B6T0000001052,130500.0,0.1066,5,18,6,3,64.0,134.0,130832.0,130902.0,402.0
1047,B6T0000001052,130500.0,0.1066,5,18,6,3,64.0,134.0,130966.0,131036.0,536.0
2638,B6T0000001516,139920.0,0.0247,19,8,6,3,53.0,112.0,139973.0,140032.0,112.0
2639,B6T0000001516,139920.0,0.0247,19,8,6,3,53.0,112.0,140085.0,140144.0,224.0
1917,B6T0000001647,140340.0,0.0445,9,6,5,3,29.0,64.0,140369.0,140404.0,64.0
1920,B6T0000001647,140340.0,0.0445,9,6,5,3,29.0,64.0,140433.0,140468.0,128.0
1921,B6T0000001647,140340.0,0.0445,9,6,6,3,29.0,64.0,140497.0,140532.0,192.0
1922,B6T0000001647,140340.0,0.0445,9,6,6,3,29.0,64.0,140561.0,140596.0,256.0
3653,B6T0000000006,142320.0,0.0109,41,46,6,3,251.50000000000009,509.00000000000017,142571.5,142829.0,509.0
3019,B6T0000001093,142380.0,0.0188,14,34,5,3,146.00000000000006,298.0000000000001,142975.0,143127.0,747.0
3021,B6T0000001093,142380.0,0.0188,14,34,5,3,146.00000000000006,298.0000000000001,143273.0,143425.0,1045.0
78,B6T0000000261,143280.0,0.4826,1,43,5,3,156.50000000000009,319.00000000000017,143581.5,143744.0,464.0
79,B6T0000000261,143280.0,0.4826,1,43,5,3,156.50000000000009,319.00000000000017,143900.5,144063.0,783.0
80,B6T0000000261,143280.0,0.4826,1,43,6,3,156.50000000000009,319.00000000000017,144219.5,144382.0,1102.0
71,B6T0000000261,143280.0,0.4826,1,43,6,3,156.50000000000009,319.00000000000017,144538.5,144701.0,1421.0
3020,B6T0000001093,142380.0,0.0188,14,34,6,3,146.00000000000006,298.0000000000001,144847.0,144999.0,2619.0
3652,B6T0000000006,142320.0,0.0109,41,46,6,3,251.50000000000009,509.00000000000017,145250.5,145508.0,3188.0
3650,B6T0000001695,172320.0,0.011,52,6,6,3,115.0,236.0,172435.0,172556.0,236.0
2035,B6T0000000271,172500.0,0.0413,13,43,5,3,180.50000000000009,367.00000000000017,172736.5,172923.0,423.0
2034,B6T0000000271,172500.0,0.0413,13,43,5,3,180.50000000000009,367.00000000000017,173103.5,173290.0,790.0
2032,B6T0000000271,172500.0,0.0413,13,43,6,3,180.50000000000009,367.00000000000017,173470.5,173657.0,1157.0
2031,B6T0000000271,172500.0,0.0413,13,43,6,3,180.50000000000009,367.00000000000017,173837.5,174024.0,1524.0
760,B6T0000000843,173880.0,0.1548,5,15,5,3,51.99999999999999,109.99999999999999,174076.0,174134.0,254.0
761,B6T0000000843,173880.0,0.1548,5,15,5,3,51.99999999999999,109.99999999999999,174186.0,174244.0,364.0
762,B6T0000000843,173880.0,0.1548,5,15,6,3,51.99999999999999,109.99999999999999,174296.0,174354.0,474.0
772,B6T0000000843,173880.0,0.1548,5,15,6,3,51.99999999999999,109.99999999999999,174406.0,174464.0,584.0
3010,B6T0000001789,174360.0,0.019,30,2,5,3,63.0,132.0,174527.0,174596.0,236.0
3154,B6T0000001701,173160.0,0.0166,32,8,6,3,79.0,164.0,174675.0,174760.0,1600.0
3155,B6T0000001701,173160.0,0.0166,32,8,6,3,79.0,164.0,174839.0,174924.0,1764.0
1180,B6T0000001103,174780.0,0.0925,3,21,5,3,72.00000000000001,150.00000000000003,174996.0,175074.0,294.0
1179,B6T0000001103,174780.0,0.0925,3,21,5,3,72.00000000000001,150.00000000000003,175146.0,175224.0,444.0
1185,B6T0000001103,174780.0,0.0925,3,21,6,3,72.00000000000001,150.00000000000003,175296.0,175374.0,594.0
1181,B6T0000001103,174780.0,0.0925,3,21,6,3,72.00000000000001,150.00000000000003,175446.0,175524.0,744.0
474,B6T0000001382,175440.0,0.1892,4,2,5,3,11.0,28.0,175535.0,175552.0,112.0
480,B6T0000001382,175440.0,0.1892,4,2,5,3,11.0,28.0,175563.0,175580.0,140.0
470,B6T0000001382,175440.0,0.1892,4,2,6,3,11.0,28.0,175591.0,175608.0,168.0
3365,B6T0000000061,175200.0,0.0135,33,45,6,3,230.50000000000009,467.00000000000017,175838.5,176075.0,875.0
3364,B6T0000000061,175200.0,0.0135,33,45,6,3,230.50000000000009,467.00000000000017,176305.5,176542.0,1342.0
2618,B6T0000001463,176340.0,0.0253,21,3,5,3,47.0,100.0,176589.0,176642.0,302.0
2619,B6T0000001463,176340.0,0.0253,21,3,5,3,47.0,100.0,176689.0,176742.0,402.0
2617,B6T0000001463,176340.0,0.0253,21,3,6,3,47.0,100.0,176789.0,176842.0,502.0
2616,B6T0000001463,176340.0,0.0253,21,3,6,3,47.0,100.0,176889.0,176942.0,602.0
3651,B6T0000001695,172320.0,0.011,52,6,6,3,115.0,236.0,177057.0,177178.0,4858.0
2855,B6T0000000724,181080.0,0.0211,34,12,5,3,98.0,202.0,181178.0,181282.0,202.0
2853,B6T0000000724,181080.0,0.0211,34,12,5,3,98.0,202.0,181380.0,181484.0,404.0
2852,B6T0000000724,181080.0,0.0211,34,12,6,3,98.0,202.0,181582.0,181686.0,606.0
2854,B6T0000000724,181080.0,0.0211,34,12,6,3,98.0,202.0,181784.0,181888.0,808.0
2821,B6T0000000646,182040.0,0.0219,32,13,6,3,98.0,202.0,182138.0,182242.0,202.0
2820,B6T0000000646,182040.0,0.0219,32,13,6,3,98.0,202.0,182340.0,182444.0,404.0
1998,B6T0000001313,185160.0,0.0427,13,20,6,3,88.0,182.0,185248.0,185342.0,182.0
1999,B6T0000001313,185160.0,0.0427,13,20,6,3,88.0,182.0,185430.0,185524.0,364.0
1418,B6T0000000947,188340.0,0.0705,14,13,5,3,62.0,130.0,188402.0,188470.0,130.0
1421,B6T0000000947,188340.0,0.0705,14,13,5,3,62.0,130.0,188532.0,188600.0,260.0
1429,B6T0000000947,188340.0,0.0705,14,13,6,3,62.0,130.0,188662.0,188730.0,390.0
194,B6T0000000932,190140.0,0.3317,8,9,5,3,34.0,74.0,190174.0,190214.0,74.0
195,B6T0000000932,190140.0,0.3317,8,9,5,3,34.0,74.0,190248.0,190288.0,148.0
196,B6T0000000932,190140.0,0.3317,8,9,6,3,34.0,74.0,190322.0,190362.0,222.0
197,B6T0000000932,190140.0,0.3317,8,9,6,3,34.0,74.0,190396.0,190436.0,296.0
2729,B6T0000001922,194400.0,0.0232,21,8,5,3,57.0,120.0,194457.0,194520.0,120.0
2728,B6T0000001922,194400.0,0.0232,21,8,5,3,57.0,120.0,194577.0,194640.0,240.0
2321,B6T0000001645,198960.0,0.0334,16,1,5,3,33.0,72.0,198993.0,199032.0,72.0
2322,B6T0000001645,198960.0,0.0334,16,1,5,3,33.0,72.0,199065.0,199104.0,144.0
2323,B6T0000001645,198960.0,0.0334,16,1,6,3,33.0,72.0,199137.0,199176.0,216.0
2324,B6T0000001645,198960.0,0.0334,16,1,6,3,33.0,72.0,199209.0,199248.0,288.0
3454,B6T0000001666,202740.0,0.0126,43,8,5,3,100.99999999999999,207.99999999999997,202841.0,202948.0,208.0
3455,B6T0000001666,202740.0,0.0126,43,8,5,3,100.99999999999999,207.99999999999997,203049.0,203156.0,416.0
2507,B6T0000001035,205200.0,0.0279,21,19,5,3,100.0,206.0,205300.0,205406.0,206.0
2508,B6T0000001035,205200.0,0.0279,21,19,5,3,100.0,206.0,205506.0,205612.0,412.0
2509,B6T0000001035,205200.0,0.0279,21,19,6,3,100.0,206.0,205712.0,205818.0,618.0
2580,B6T0000000418,213840.0,0.0262,19,22,5,3,108.00000000000001,222.00000000000003,213948.0,214062.0,222.0
321,B6T0000001196,216240.0,0.2132,5,13,5,3,44.0,94.0,216284.0,216334.0,94.0
327,B6T0000001196,216240.0,0.2132,5,13,5,3,44.0,94.0,216378.0,216428.0,188.0
328,B6T0000001196,216240.0,0.2132,5,13,6,3,44.0,94.0,216472.0,216522.0,282.0
329,B6T0000001196,216240.0,0.2132,5,13,6,3,44.0,94.0,216566.0,216616.0,376.0
3032,B6T0000001726,217980.0,0.0187,28,7,5,3,69.0,144.0,218049.0,218124.0,144.0
1468,B6T0000000897,219840.0,0.0684,6,21,5,3,78.00000000000001,162.00000000000003,219918.0,220002.0,162.0
